no,cafename,area,location,time,dayoff,image,dessert,pet,nokids,takeout,delivery,meeting,franchise,parking,price,xlocation,ylocation,score,count,average
418,cafe AAM,초전동,경남 진주시 말티고개로 31,월~일 10:00~21:00,,/public/cafe/초전동/cafe AAM.jpg,1,1,1,0,1,1,0,1,4900,35.2000207,128.1061835,0,0,0
419,그라운드헤븐,초전동,경남 진주시 대신로 626-13,월~일 11::30~22:00,,/public/cafe/초전동/그라운드헤븐.jpg,1,0,1,0,0,1,0,1,5500,35.2154227,128.1129428,0,0,0
420,더슬로우 베이커리카페 초전직영점,초전동,경남 진주시 대신로 406 더슬로우베이커리,월~일 9:00~22:00,,/public/cafe/초전동/더슬로우 베이커리카페 초전직영점.jpg,1,0,0,0,1,0,1,1,4200,35.1963246,128.1168001,0,0,0
421,마롱,초전동,경남 진주시 초전북로61번길 16-5 마롱,화~일 12:00~22:00,월,/public/cafe/초전동/마롱.jpg,1,1,0,0,1,1,0,1,4500,35.2104076,128.1142492,0,0,0
422,베이끄,초전동,경남 진주시 초북로 62-9 1층,월~일 11:00~21:00,,/public/cafe/초전동/베이끄.jpg,1,0,0,0,1,0,0,0,3500,35.2145755,128.1115129,0,0,0
423,베이크드바이연,초전동,경남 진주시 초전북로39번길 5-22,화~토 11:00~20:00,월/일,/public/cafe/초전동/베이크드바이연.jpg,1,0,0,0,1,0,0,0,4500,35.2089552,128.1100385,0,0,0
424,스타벅스 진주초전DT점,초전동,경남 진주시 대신로 411,월~일 7:00~22:00,,/public/cafe/초전동/스타벅스 진주초전DT점.jpg,0,0,0,0,0,0,1,1,4500,35.1973771,128.1160341,0,0,0
425,언어의 정원,초전동,경남 진주시 초전북로39번길 5-2 1층 언어의 정원,화~일 11:00~20:30,월,/public/cafe/초전동/언어의 정원.jpg,1,0,0,0,0,0,0,0,4500,35.2086553,128.1108603,0,0,0
426,엘더프랑,초전동,경남 진주시 초전남로 36 흥한아파트 상가 103호,화~일 7:00~19:00,,/public/cafe/초전동/엘더프랑.jpg,1,1,0,0,1,0,0,1,4500,35.1991894,128.114783,0,0,0
427,카페백송,초전동,경남 진주시 대신로 634-16,월~일 10:30~22:00,,/public/cafe/초전동/카페백송.jpg,1,0,0,0,0,1,0,1,4500,35.2161475,128.1124187,0,0,0
428,Eight to One,충무공동,경남 진주시 범골로37번길 33-16 . 1층,월~토 10:00 ~ 23:00 / 일 10:00 ~ 22:00,,/public/cafe/충무공동/Eight to One.jpg,1,1,0,0,1,1,0,0,4500,35.170557,128.1301872,0,0,0
429,HUB roastery&bakery,충무공동,경남 진주시 에나로 101 골든비즈니스호텔상가 101호,월~일 10:00 ~ 22:00,,/public/cafe/충무공동/HUB roastery & bakery.jpg,0,0,0,0,0,1,0,1,4500,35.1778187,128.1404382,0,0,0
430,달나라토끼,충무공동,경남 진주시 사들로 83 102호,월~일 09:00 ~ 21:00,,/public/cafe/충무공동/달나라토끼.jpg,0,0,0,0,0,0,0,1,4500,35.1752546,128.1488569,0,0,0
431,댄싱타이거,충무공동,경남 진주시 영천강로35번길 5-36 1층,화~일 11:00 ~ 19:00,월,/public/cafe/충무공동/댄싱타이거.jpg,0,0,0,0,0,0,0,0,4000,35.1665004,128.1345153,0,0,0
432,동네커피 진주혁신점,충무공동,경남 진주시 에나로175번길 12 센트럴시티3단지 상가동 1층 동네커피 진주혁신점,월~토 10:00 ~ 22:00 / 일 10:00 ~ 18:00,,/public/cafe/충무공동/동네커피 진주혁신점.jpg,1,0,0,0,1,0,1,1,3000,35.1734926,128.1450471,0,0,0
433,롤링핀 진주혁신도시점,충무공동,경남 진주시 에나로127번길 30,월~일 08:30 ~ 21:30,,/public/cafe/충무공동/롤링핀 진주혁신도시점.jpg,0,0,0,0,0,0,1,0,4500,35.1806194,128.1439475,0,0,0
434,미드테이블 진주점,충무공동,경남 진주시 영천강로68번길 12 (충무공동) 1층 미드테이블,월~일 10:30 ~ 20:30,,/public/cafe/충무공동/미드테이블 진주점.jpg,0,1,0,0,1,0,0,0,4000,35.1694129,128.1379639,0,0,0
435,베러먼데이 진주혁신라온시티점,충무공동,경남 진주시 에나로128번길 29 107호,월~금 08:00 ~ 22:00 / 토~일 09:00 ~ 21:00,,/public/cafe/충무공동/베러먼데이 진주혁신라온시티점.jpg,0,0,0,0,1,0,1,0,2000,35.1763639,128.1447843,0,0,0
436,블루샥 진주혁신점,충무공동,경남 진주시 충의로 20-4 MS타워 103호,월~일 09:00 ~ 21:30,,/public/cafe/충무공동/블루샥 진주혁신점.jpg,1,0,0,0,1,0,1,1,2500,35.1762867,128.1470944,0,0,0
437,스타벅스 진주혁신도시점,충무공동,경남 진주시 에나로127번길 30,월~목 07:00 ~ 22:00 / 금~일 07:00 ~ 23:00,,/public/cafe/충무공동/스타벅스 진주혁신도시점.jpg,0,0,0,0,0,0,1,0,4500,35.1806194,128.1439475,0,0,0
438,시골하우스 본점,충무공동,경남 진주시 에나로127번길 30,화~금 11:00 ~ 18:00 / 토 10:00 ~ 16:30,월/ 일,/public/cafe/충무공동/시골하우스 본점.jpg,0,0,0,0,0,0,0,1,10000,35.1806194,128.1439475,0,0,0
439,심콩102,충무공동,경남 진주시 충의로 119 아슬란몰 C동 102호,월~토 09:00 ~ 21:30 / 일 09:00 ~ 20:00,4번째 월,/public/cafe/충무공동/심콩102.jpg,0,0,0,0,1,1,0,1,4000,35.1744933,128.1531704,0,0,0
440,언프레임,충무공동,경남 진주시 범골로37번길 1,월~일 11:00 ~ 22:00,,/public/cafe/충무공동/언프레임.jpg,1,0,0,0,0,1,0,1,4500,35.1685014,128.1294202,0,0,0
441,용주,충무공동,경남 진주시 범골로37번길 33-14 1층 일부(충무공동),화~일 11:00 ~ 21:00,월,/public/cafe/충무공동/용주.jpg,1,1,0,0,0,1,0,0,4800,35.1703445,128.1306595,0,0,0
442,인앤아웃카페,충무공동,경남 진주시 범골로25번길 11-5 1층 in.n.out_cafe,월~금 10:00 ~ 20:00 / 토 11:00 ~ 20:00,일,/public/cafe/충무공동/인앤아웃카페.jpg,1,0,0,0,0,1,0,1,4500,35.1673311,128.1276421,0,0,0
443,커피플라워 혁신 미인점,충무공동,경남 진주시 에나로128번길 21 1층 커피플라워 미인점,월~일 09:00 ~ 22:00,,/public/cafe/충무공동/커피플라워 혁신 미인점.jpg,1,0,0,0,0,0,1,1,4800,35.1762595,128.1441916,0,0,0
444,킹덤,충무공동,경남 진주시 영천강로68번길 28 영천강로 68번길 28,화~일 10:30 ~ 19:00,월,/public/cafe/충무공동/킹덤.jpg,1,0,0,0,0,1,0,1,6000,35.170138,128.1395937,0,0,0
445,텐퍼센트커피 진주혁신점,충무공동,경남 진주시 충의로 20-21,월~일 08:00 ~ 22:00,,/public/cafe/충무공동/텐퍼센트커피 진주혁신점.jpg,0,0,0,0,0,0,0,0,2000,35.1753898,128.1483236,0,0,0
446,투썸플레이스 진주혁신로데오점,충무공동,경남 진주시 충의로 20-4,월~금 08:00 ~ 24:00 / 토~일 10:00 ~ 24:00,,/public/cafe/충무공동/투썸플레이스 진주혁신로데오점.jpg,0,0,0,0,0,0,1,0,4100,35.1762867,128.1470944,0,0,0
447,팔공티 진주혁신점,충무공동,경남 진주시 에나로127번길 30 드림어반스퀘어 1층 팔공티 진주혁신점,월~화 10:00 ~ 22:00 / 수~금 09:30 ~ 22:00 / 토~일 09:00 ~ 22:00,,/public/cafe/충무공동/팔공티 진주혁신점.jpg,0,0,0,0,1,0,1,1,1500,35.1806194,128.1439475,0,0,0
448,할리스 진주혁신도시점,충무공동,경남 진주시 에나로128번길 24 윤현빌딩 1층,월~일 09:00 ~ 23:00,,/public/cafe/충무공동/할리스 진주혁신도시점.jpg,0,0,0,0,0,0,1,0,10000,35.1757989,128.1440613,0,0,0
449,허니타임 진주혁신점,충무공동,경남 진주시 에나로127번길 30,월~일 11:00 ~ 21:00,,/public/cafe/충무공동/허니타임 진주혁신점.jpg,1,0,0,0,1,0,0,1,3000,35.1806194,128.1439475,0,0,0
450,32온스 커피,칠암동,경남 진주시 강남로167번길 8-1,월~금 11:30~19:30 / 토~일 11:00~20:00,,/public/cafe/logo.png,0,0,0,1,1,0,0,1,2000,35.183102,128.0948104,0,0,0
451,CAFE&BOOK,칠암동,경남 진주시 동진로38번길 3-2 102호,월~일 11:30~21:30,,/public/cafe/칠암동/CAFE&BOOK.jpg,0,0,0,0,0,0,0,1,2800,35.1786541,128.0956602,0,0,0
452,Cafe봄봄,칠암동,경남 진주시 진주대로 872-10,월~일 9:00~22:30,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1781512,128.0924972,0,0,0
453,TDA,칠암동,경남 진주시 진주대로 986,월~일 12:00~19:00,,/public/cafe/칠암동/TDA.jpg,1,0,0,0,0,0,0,0,6200,35.1879526,128.0868572,0,0,0
454,가향,칠암동,경남 진주시 강남로201번길 5-1,월~일 10:00~22:00,,/public/cafe/칠암동/가향.jpg,0,0,0,0,0,0,0,0,10000,35.1856254,128.093147,0,0,0
455,공차 진주과기대점,칠암동,경남 진주시 동진로 25 1층,월~일 10:00~23:00,,/public/cafe/칠암동/공차 진주과기대점.jpg,0,0,0,0,0,1,0,1,3700,35.1791571,128.0937597,0,0,0
456,까미노,칠암동,경남 진주시 동진로 54,,,/public/cafe/logo.png,0,0,0,1,0,0,1,0,10000,35.1788337,128.096984,0,0,0
457,나우커피 진주칠암점,칠암동,경남 진주시 동진로20번길 15 1층,24시간 영업,,/public/cafe/칠암동/나우커피 진주칠암점.jpg,0,0,0,0,0,0,1,0,1900,35.1777237,128.0937313,0,0,0
458,더벤티 진주과기대점,칠암동,경남 진주시 진주대로 868 1층,월~일 7:30~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,1800,35.1780521,128.0919533,0,0,0
459,더웨이닝커피 진주바른병원점,칠암동,경남 진주시 동진로 7 바른병원 1층,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.1791786,128.091731,0,0,0
460,던킨 진주칠암점,칠암동,경남 진주시 진주대로 888 아이비타워 Ⅱ 빌딩,월~금 7:30~21:00 / 토~일 10:00~20:00,,/public/cafe/칠암동/던킨 진주칠암점.jpg,1,0,0,0,1,0,1,0,3700,35.1797956,128.0910743,0,0,0
461,동네커피 칠암점,칠암동,경남 진주시 진주대로 918-1 동네커피 칠암점,월~일 10:00~22:00,,/public/cafe/칠암동/동네커피 칠암점.jpg,0,0,0,0,1,1,0,0,3000,35.18226,128.0898216,0,0,0
462,라그릭,칠암동,경남 진주시 강남로167번길 30,월~금 11:00~19:30 / 토~일 11:00~18:00,,/public/cafe/칠암동/라그릭.jpg,1,0,0,0,0,0,0,0,4000,35.1824397,128.0927864,0,0,0
463,라니네디저트,칠암동,경남 진주시 진주대로920번길 21 라니네디저트,월~일 10:00~19:00,토~일,/public/cafe/칠암동/라니네디저트.jpg,1,0,0,0,0,0,0,0,4000,35.1831205,128.0915364,0,0,0
464,레이지독,칠암동,경남 진주시 진주대로908번길 17-6 1층,월~금 8:00~19:00,,/public/cafe/칠암동/레이지독.jpg,1,0,0,0,1,0,0,0,3500,35.1824237,128.09166,0,0,0
465,루트531,칠암동,경남 진주시 강남로151번길 3 1층,월~일 12:00~22:00,,/public/cafe/칠암동/루트531.jpg,0,0,0,0,0,0,0,0,3800,35.1816217,128.096135,0,0,0
466,림메이크,칠암동,경남 진주시 강남로167번길 22 1층,월~토 12:00~21:00 / 일 14:00~18:00,월,/public/cafe/logo.png,1,1,0,0,0,0,0,1,10000,35.1826758,128.0934728,0,0,0
467,마망구떼,칠암동,경남 진주시 강남로 169,화~일 11:00~21:00,,/public/cafe/칠암동/마망구떼.jpg,0,0,0,0,0,0,1,0,4000,35.1832987,128.0954554,0,0,0
468,메가MGC커피 진주칠암점,칠암동,경남 진주시 진주대로 888,월~금 8:00~20:00 / 토~일 8:00~18:00,일,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2500,35.1797956,128.0910743,0,0,0
469,목요일 오후 네 시,칠암동,경남 진주시 강남로247번길 6-1 1층,월~토 12:00~20:00,,/public/cafe/칠암동/목요일 오후 네 시.jpg,1,1,0,0,1,0,0,0,4500,35.1878674,128.0899935,0,0,0
470,미뇽,칠암동,경남 진주시 강남로 189 1층,월~일 12:00~22:00,토,/public/cafe/칠암동/미뇽.jpg,0,1,0,0,0,0,0,1,4500,35.1847666,128.0942719,0,0,0
471,바른주스,칠암동,경남 진주시 강남로 79 경상대학교병원 관절센터1층,월~금 7:30~19:30 / 일 10:00~16:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3500,35.1764353,128.0956934,0,0,0
472,배스킨라빈스 진주과학기술대,칠암동,경남 진주시 동진로 36-1,월~일 10:00~23:00,일,/public/cafe/칠암동/배스킨라빈스 진주과학기술대.jpg,1,0,0,0,0,0,0,0,10000,35.1787516,128.0950777,0,0,0
473,베리유,칠암동,경남 진주시 동진로50번길 5,월~금 11:00~20:00 / 토 11:00~18:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1785979,128.0966682,0,0,0
474,벨라빈스 경상대병원점,칠암동,경남 진주시 동진로20번길 21,월~금 8:00~23:00 / 토~일 10:00~22:30,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.1778714,128.0942785,0,0,0
475,블루포트 경상대학교병원점,칠암동,경남 진주시 강남로 79,월~금 8:00~18:00 / 토~일 8:00~17:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3000,35.1771423,128.0953898,0,0,0
476,블루포트경남과학기술대학교점,칠암동,경남 진주시 동진로 33,,일,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.182152,128.094822,0,0,0
477,블룸앤라떼,칠암동,경남 진주시 동진로38번길 18,월~토 10:00~21:00,월,/public/cafe/logo.png,1,0,0,0,0,0,0,1,3500,35.1783911,128.0964101,0,0,0
478,빌레이커리집,칠암동,경남 진주시 강남로201번길 25 1층,화~일 11:00~21:00,,/public/cafe/칠암동/빌레이커리집.jpg,0,0,0,1,0,0,1,0,4000,35.1850644,128.0912974,0,0,0
479,빽다방 진주과기대점,칠암동,경남 진주시 동진로 21,월~일 8:00~21:00,일~월,/public/cafe/칠암동/빽다방 진주과기대점.jpg,1,0,0,0,0,0,0,0,2000,35.1790955,128.0933299,0,0,0
480,세렌디피티,칠암동,경남 진주시 동진로50번길 12 1층,월~금 9:30~23:00 / 토 12:00~18:00,일,/public/cafe/칠암동/세렌디피티.jpg,1,0,0,0,0,0,0,0,3500,35.1781548,128.096589,0,0,0
481,소소공간,칠암동,경남 진주시 진주대로954번길 11 102호,월~금 11:00~19:00 / 토 10:00~17:00,토~일,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.1856789,128.0892185,0,0,0
482,소확행,칠암동,경남 진주시 진주대로920번길 22 1층,월~금 11:00~22:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,5000,35.1828492,128.0917003,0,0,0
483,쉼,칠암동,경남 진주시 강남로 101,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.1775785,128.097253,0,0,0
484,스무디킹 이마트24R진주과기대점,칠암동,경남 진주시 강남로167번길 14,24시간 영업,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.1829578,128.0943217,0,0,0
485,스타벅스 경상대칠암캠퍼스점,칠암동,경남 진주시 동진로 22,월~일 7:00~22:00,,/public/cafe/칠암동/스타벅스 경상대칠암캠퍼스점.jpg,0,0,0,1,1,0,1,1,4500,35.1785249,128.0936232,0,0,0
486,아몽즈커피 진주칠암점,칠암동,경남 진주시 진주대로908번길 11 1층 2호,월~일 8:00~20:00,,/public/cafe/칠암동/아몽즈커피 진주칠암점.jpg,0,0,0,0,0,0,0,0,2000,35.1817825,128.090822,0,0,0
487,아파토커피,칠암동,경남 진주시 강남로227번길 17,,화,/public/cafe/칠암동/아파토커피.jpg,0,0,0,0,0,0,0,0,3500,35.1868527,128.090274,0,0,0
488,안녕 그루담,칠암동,경남 진주시 진주대로960번길 18 1층,수~일 11:00~21:00,,/public/cafe/logo.png,0,0,0,0,0,1,0,0,3500,35.1861137,128.0895441,0,0,0
489,엠스커피,칠암동,경남 진주시 진주대로920번길 13,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3500,35.1828826,128.090759,0,0,0
490,오유 케이크,칠암동,경남 진주시 진주대로920번길 5-6,월~일 11:00~19:00,일~월,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3500,35.1829248,128.0899804,0,0,0
491,올키베이커리,칠암동,경남 진주시 진주대로930번길 5 올키베이커리,화~토 11:00~19:00,,/public/cafe/칠암동/올키베이커리.jpg,0,0,0,0,0,0,0,0,3000,35.18340996,128.0895104,0,0,0
492,와플칸 과기대점,칠암동,경남 진주시 동진로 40,월~금 10:00~21:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2000,35.1788223,128.0955088,0,0,0
493,우두두,칠암동,경남 진주시 진주대로908번길 21 1층,월~일 11:00~20:00,,/public/cafe/칠암동/우두두.jpg,0,0,0,0,0,0,0,0,2500,35.18214756,128.0920761,0,0,0
494,우주라이크커피 진주칠암점,칠암동,경남 진주시 진주대로908번길 4,월~금 8:00~22:00 / 토~일 10:00~22:00,,/public/cafe/칠암동/우주라이크커피 진주칠암점.jpg,0,0,0,0,0,0,0,0,2800,35.18132584,128.0902456,0,0,0
495,이너웨이브커피,칠암동,경남 진주시 진주대로920번길 22 1층,월~일 11:00~22:00,,/public/cafe/칠암동/이너웨이브커피.jpg,0,0,0,0,0,0,1,0,4500,35.18288562,128.0916881,0,0,0
496,이디야커피 경남과기대점,칠암동,경남 진주시 강남로167번길 10,월~일 10:00~20:30,,/public/cafe/logo.png,0,0,0,0,1,0,1,0,3200,35.1830681,128.0947087,0,0,0
497,자연담은이야기,칠암동,경남 진주시 강남로201번길 12,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,4500,35.18563666,128.0924577,0,0,0
498,제이제이카파로스터스 예술회관점,칠암동,경남 진주시 강남로 215,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.18673495,128.0921018,0,0,0
499,조타커피 JOKER 칠암점,칠암동,경남 진주시 진주대로 960,,,/public/cafe/logo.png,0,0,0,1,0,0,0,0,1500,35.18570869,128.0879602,0,0,0
500,쥬씨JUICY칠암점,칠암동,경남 진주시 동진로20번길 15,월~일 9:00~21:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,1000,35.17770963,128.0937155,0,0,0
501,처프트,칠암동,경남 진주시 강남로201번길 9 처프트,월~일 11:00~21:30,,/public/cafe/칠암동/처프트.jpg,0,0,0,0,1,1,0,0,4000,35.18559229,128.0928798,0,0,0
502,천씨씨커피 과기대점,칠암동,경남 진주시 동진로 29,,,/public/cafe/logo.png,1,0,0,0,0,0,1,0,1500,35.17912999,128.094374,0,0,0
503,카르페디엠J,칠암동,경남 진주시 강남로177번길 9,24시간 영업,,/public/cafe/logo.png,0,0,0,0,0,1,0,0,1700,35.18361367,128.0941569,0,0,0
504,카페 9월생,칠암동,경남 진주시 동진로34번길 3 2층 카페,월~토 11:00~22:00,일,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.1786439,128.0950536,0,0,0
505,카페 칠암동,칠암동,경남 진주시 강남로201번길 1 1층/2층,월~일 12:00~22:00,,/public/cafe/칠암동/카페 칠암동.jpg,1,1,0,0,1,1,0,1,4000,35.18572343,128.0935786,0,0,0
506,카페만나,칠암동,경남 진주시 진주대로920번길 12-9 2층,월~토 `12:00~21:00,일,/public/cafe/칠암동/카페만나.png,1,0,0,0,0,0,0,0,4500,35.18239983,128.091086,0,0,0
507,카페봄봄과기대점,칠암동,경남 진주시 동진로34번길 6,월~금 9:00~22:00 / 토~일 10:00~21:30,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,1300,35.17846969,128.0948839,0,0,0
508,카페비상,칠암동,경남 진주시 강남로189번길 27-3,,,/public/cafe/칠암동/카페비상.jpg,0,0,0,0,0,0,0,0,4000,35.18384994,128.0919452,0,0,0
509,카페율,칠암동,경남 진주시 진주대로930번길 13 정암빌딩 1층,월~금 12:00~22:00 / 일 12:00~21:00,토,/public/cafe/logo.png,1,0,0,0,0,1,0,1,3500,35.18368555,128.0901838,0,0,0
510,카페테리아 모디,칠암동,경남 진주시 동진로 42 1층,화~목 12:00~12:00 / 금~토 12:00~24:00,일 / 월,/public/cafe/칠암동/카페테리아 모디.jpg,1,1,0,0,1,0,0,0,4500,35.17878264,128.0956592,0,0,0
511,카페파머스 진주칠암점,칠암동,경남 진주시 강남로 187 아이비웨딩홀 1층,월~일 9:00~23:00,,/public/cafe/logo.png,0,0,0,0,0,1,0,0,3600,35.18461116,128.0944832,0,0,0
512,커피303,칠암동,경남 진주시 진주대로 954,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.18528759,128.0881824,0,0,0
513,커피수레,칠암동,경남 진주시 동진로49번길 7,월~금 10:30~23:00,토 / 일,/public/cafe/logo.png,1,0,0,0,1,1,0,0,4000,35.17963813,128.0962388,0,0,0
514,컴포즈커피 진주칠암점,칠암동,경남 진주시 동진로20번길 21-7,월~일 9:00~22:00,,/public/cafe/logo.png,0,0,0,0,1,0,0,0,1500,35.17829948,128.0942696,0,0,0
515,코모커피 경상대병원점,칠암동,경남 진주시 강남로95번길 24,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,2200,35.17803866,128.0954544,0,0,0
516,코피치 COFFICH,칠암동,경남 진주시 동진로20번길 15 1층 코피치,월~금 7:30~22:00 / 토~일 10:00~22:00,,/public/cafe/칠암동/코피치 COFFICH.jpg,1,0,0,0,1,0,0,0,1500,35.1777027,128.0937347,0,0,0
517,콕스웨인커피,칠암동,경남 진주시 강남로167번길 8 1층,월~금 10:30~22:00 / 토 10:30~20:00,일,/public/cafe/logo.png,1,0,0,0,0,1,0,1,3200,35.18313994,128.0949657,0,0,0
518,토토로디저트카페,칠암동,경남 진주시 진주대로920번길 14,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3000,35.18263134,128.0908997,0,0,0
519,파리바게뜨 진주과기대점,칠암동,경남 진주시 진주대로 878 1층,월~토 7:30~23:00 / 일 8:30~23:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3700,35.17901645,128.0914744,0,0,0
520,퍼시먼,칠암동,경남 진주시 강남로255번길 3 1층,수~월 12:00~20:00,화,/public/cafe/칠암동/퍼시먼.jpg,0,0,0,0,0,1,0,1,4000,35.18820063,128.0892313,0,0,0
521,프라하커피,칠암동,경남 진주시 동진로20번길 29 2층,월~금 8:30~22:00 / 토~일 11:00~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,1300,35.17807026,128.0949499,0,0,0
522,프레커피,칠암동,경남 진주시 진주대로966번길 20-5,화~금 12:00~20:00,토 / 월,/public/cafe/칠암동/프레커피.jpg,0,0,0,0,1,1,0,1,3400,35.18642321,128.0896879,0,0,0
523,하삼동커피 칠암점,칠암동,경남 진주시 동진로 22 106호 하삼동커피,월~금 8:00~22:00 / 토~일 10:00~22:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,2000,35.17851924,128.0936386,0,0,0
524,희망커피,칠암동,경남 진주시 진주대로 894-13 메르디앙 1층 희망커피,월~금 9:30~17:30,토 / 일,/public/cafe/칠암동/희망커피.jpg,0,1,0,0,0,1,0,1,1500,35.18043543,128.0910378,0,0,0
525,히얼,칠암동,경남 진주시 진주대로930번길 10-1 2층,화~일 11:00~21:00,월,/public/cafe/칠암동/히얼.jpg,1,1,0,0,0,1,0,0,4500,35.18339133,128.0900783,0,0,0
526,거북이커피,판문동,경남 진주시 진양호로 17 1층,화~금 09:00 ~ 19:00 / 토~일 10:00 ~ 19:00,월,/public/cafe/판문동/거북이커피.jpg,1,1,0,0,0,0,0,1,3500,35.1677412,128.0418296,0,0,0
527,들림,판문동,경남 진주시 판문로 239,월/ 수~일 11:00 ~ 22:00,화,/public/cafe/판문동/들림.jpg,0,0,0,0,0,1,0,1,4000,35.18776594,128.0386129,0,0,0
528,마켓진양호,판문동,경남 진주시 남강로1번길 104-3,월~일 11:00 ~ 21:00,,/public/cafe/판문동/마켓진양호.jpg,0,1,0,0,0,0,0,1,6000,35.17464709,128.0358309,0,0,0
529,메종B 커피&베이커리,판문동,경남 진주시 판문로 78-11,월~금 11:00 ~ 21:30 / 토~일 10:30 ~ 22:30,,/public/cafe/판문동/메종B 커피&베이커리.jpg,0,0,0,0,0,1,0,1,5500,35.17425498,128.0447558,0,0,0
530,진경양지,판문동,경남 진주시 남강로1번길 105-54,월~일 10:00 ~ 22:00,,/public/cafe/판문동/진경양지.jpg,1,0,0,0,0,1,0,1,5000,35.17481027,128.0336101,0,0,0
531,진양호아천북카페,판문동,경남 진주시 남강로1번길 105-12,,,/public/cafe/판문동/진양호아천북카페.jpg,0,0,0,0,0,0,0,0,10000,35.17482733,128.034516,0,0,0
532,차분히커피part2,판문동,경남 진주시 진양호로 75,월~일 12:00 ~ 23:00,,/public/cafe/판문동/차분히커피part2.jpg,0,1,0,0,0,0,0,0,4000,35.16720212,128.0481614,0,0,0
533,카페마실,판문동,경남 진주시 예술촌길 12,월/ 화~일 11:00 ~ 21:00,화,/public/cafe/판문동/카페마실.jpg,0,0,0,0,0,0,0,1,4000,35.18939931,128.0363475,0,0,0
534,커피플라워,판문동,경남 진주시 남강로 36,월~일 10:00 ~ 22:00,,/public/cafe/판문동/커피플라워.jpg,0,0,0,0,0,1,1,1,4800,35.16490868,128.0392252,0,0,0
535,honest bread,평거동,경남 진주시 평거로9번길 12,월~토 09:00 ~ 20:00,일,/public/cafe/평거동/honest bread.jpg,0,0,0,0,0,0,0,0,10000,35.17271386,128.0621014,0,0,0
536,골든크루아상마카롱,평거동,경남 진주시 새들말로 26,화~일 10:00~21:00,월,/public/cafe/평거동/골든크루아상마카롱.jpg,0,0,0,0,1,0,0,0,3500,35.16626353,128.0573774,0,0,0
537,그로운업,평거동,경남 진주시 새들말로 42-11,월~일 11:30 ~ 22:00,,/public/cafe/평거동/그로운업.jpg,0,0,0,0,0,0,0,0,4000,35.16659596,128.0595604,0,0,0
538,달넛,평거동,경남 진주시 새들말로 56-12,화~일 11:30 ~ 19:00,월,/public/cafe/평거동/달넛.jpg,0,0,0,0,1,0,0,0,4500,35.16733546,128.0605414,0,0,0
539,동네커피,평거동,경남 진주시 새들말로 34-4,월~토 10:00 ~ 22:00 / 일 10:00 ~ 19:00,,/public/cafe/평거동/동네커피.jpg,1,0,0,0,1,0,1,0,3500,35.16651635,128.0580996,0,0,0
540,디저트39 진주평거점,평거동,경남 진주시 평거로 11,월~목/ 일 10:00 ~ 24:00 / 금~토 10:00 ~01:00,,/public/cafe/평거동/디저트39 진주평거점.jpg,0,0,0,0,1,0,1,1,2900,35.17201755,128.0628771,0,0,0
541,롤링핀 경남진주평거점,평거동,경남 진주시 남강로309번길 20,월~일 08:30 ~ 21:30,,/public/cafe/평거동/롤링핀 경남진주평거점.jpg,0,0,0,0,0,0,1,0,10000,35.16931537,128.0624221,0,0,0
542,르망로스터스,평거동,경남 진주시 새들말로 54,월~일 12:00 ~ 22:00,,/public/cafe/평거동/르망로스터스.jpg,1,0,0,0,0,1,0,0,5000,35.16791524,128.059948,0,0,0
543,르브뤼셀 진주,평거동,경남 진주시 진양호로44번길 23-25,월~일 09:00 ~ 21:00,,/public/cafe/평거동/르브뤼셀 진주.jpg,0,0,0,0,0,1,0,1,4500,35.16651379,128.0485477,0,0,0
544,사오 진주점,평거동,경남 진주시 남강로309번길 48,월~금 11:00 ~ 22:00 / 토~일 10:00 ~ 22:00,,/public/cafe/평거동/사오 진주점.jpg,0,0,0,0,1,0,0,0,2500,35.17131325,128.0604531,0,0,0
