no,cafename,area,location,time,dayoff,image,dessert,pet,nokids,takeout,delivery,meeting,franchise,parking,price,xlocation,ylocation,score,count,average
290,카페드프랑,성북동,경남 진주시 비봉로23번길 11,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.1923197,128.0802256,0,0,0
291,러프커피바,수정동,경남 진주시 향교로 29 2층,목~화 12:00~21:00,수,/public/cafe/수정동/러프커피바.jpg,0,0,0,0,0,0,0,0,5000,35.19827038,128.0856705,0,0,0
292,몽환상점,수정동,경남 진주시 의병로250번길 9 1층,,,/public/cafe/수정동/몽환상점.jpg,1,1,0,0,0,1,0,0,4000,35.19913149,128.0846436,0,0,0
293,카페그곳에가면,수정동,경남 진주시 향교로17번길 14,,,/public/cafe/수정동/카페그곳에가면.jpg,1,0,0,0,0,0,0,0,2000,35.19892939,128.0841333,0,0,0
294,카페더말티,수정동,경남 진주시 향교로42번길 1,월~토 8:00~18:00,일,/public/cafe/수정동/카페더말티.jpg,1,0,0,0,0,0,0,0,2000,35.19871627,128.0867332,0,0,0
295,골목대빵,신안동,경남 진주시 숙호산로 92,화~토 10:00 ~ 20:00,월 / 일,/public/cafe/신안동/골목대빵.jpg,0,0,0,0,0,0,0,0,2000,35.18673668,128.0650082,0,0,0
296,녹녹,신안동,경남 진주시 평거로140번길 8-1,화~일 10:00 ~ 20:00,월,/public/cafe/신안동/녹녹.jpg,0,1,0,0,0,1,0,1,4000,35.18215002,128.0701026,0,0,0
297,닌니쿠키,신안동,경남 진주시 평거로 161,월~토 11:00 ~ 20:00,일,/public/cafe/신안동/닌니쿠키.jpg,0,0,0,0,0,0,0,0,2500,35.18327424,128.0685893,0,0,0
298,백야드커피 진주신안점,신안동,경남 진주시 진양호로327번길 3,월/수/금/토 12:30 ~ 19:30 / 화/목 12:30 ~ 18:00,일,/public/cafe/신안동/백야드커피 진주신안점.jpg,1,0,0,0,0,0,0,0,3800,35.18232315,128.0665076,0,0,0
299,봉명동내커피 진주2호점,신안동,경남 진주시 평거로139번길 3,월~일 11:00 ~ 23:00,,/public/cafe/신안동/봉명동내커피 진주2호점.jpg,0,0,0,0,1,0,0,0,3100,35.18164793,128.0691302,0,0,0
300,아소록,신안동,경남 진주시 진양호로 206,화~일 12:00 ~ 22:00,월,/public/cafe/신안동/아소록.jpg,0,1,0,0,1,0,0,0,4500,35.17252948,128.0600709,0,0,0
301,야미하우스,신안동,경남 진주시 천수로 310,월~금 08:00 ~ 19:00 / 토 08:00 ~ 17:00,일,/public/cafe/신안동/야미하우스.jpg,0,0,0,0,1,1,0,0,2500,35.18509182,128.0722891,0,0,0
302,올디스,신안동,경남 진주시 신평공원길75번길 9-1,월~토 12:00 ~ 21:30 / 일 13:00 ~ 21:00,,/public/cafe/신안동/올디스.jpg,0,0,0,0,0,1,0,0,4000,35.17545649,128.0682748,0,0,0
303,피크닉앤유,신안동,경남 진주시 천수로 310,월~일 09:30 ~ 21:00,,/public/cafe/신안동/피크닉앤유.jpg,1,0,0,0,0,0,0,0,2500,35.18509182,128.0722891,0,0,0
304,호지,신안동,경남 진주시 진양호로 337-1,월~토 12:00 ~ 20:00,일,/public/cafe/신안동/호지.jpg,0,0,0,0,1,0,0,0,3300,35.18304481,128.0672351,0,0,0
305,빛들케이크,옥봉동,경남 진주시 향교로 112 빛들케이크,월~일 10:00~18:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,1,10000,35.19602475,128.0921997,0,0,0
306,옥봉커피집,옥봉동,경남 진주시 옥봉길9번길 4 . 2층(옥봉동),월~토 12:00~19:30,일,/public/cafe/logo.png,1,0,0,0,1,0,0,0,4000,35.19642727,128.0882255,0,0,0
307,포엠커피,옥봉동,경남 진주시 남강로 721-1,,,/public/cafe/옥봉동/포엠커피.jpg,1,0,0,0,0,0,0,0,3800,35.19159117,128.0906792,0,0,0
308,호텔동방 COFFEE,옥봉동,경남 진주시 논개길 103 동방호텔,월~일 9:00~21:00,,/public/cafe/옥봉동/호텔동방 COFFEE.jpg,0,0,0,0,0,0,0,0,4500,35.19036182,128.0925368,0,0,0
309,커피하우스,이반성면,경남 진주시 이반성면 수목원로 386 커피하우스,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.15719825,128.295736,0,0,0
310,휴르새,이반성면,경남 진주시 이반성면 오봉산로761번길 67 휴르새,수~일 11:00 ~ 21:00,월 / 화,/public/cafe/이반성면/휴르새.jpg,0,1,0,0,0,1,0,1,4000,35.17594981,128.3215293,0,0,0
311,그레이앤그래이,이현동,이현동 19-5,화~일 10:00 ~ 22:00,월,/public/cafe/이현동/그레이앤그래이.jpg,1,0,0,0,0,1,0,1,4000,35.19385404,128.067327,0,0,0
312,더가야,이현동,경남 진주시 이현동 997-1,월~일 11:00 ~ 21:30,,/public/cafe/이현동/더가야.jpg,1,0,0,0,0,0,0,1,5000,35.20215267,128.0502182,0,0,0
313,더벤티 진주신안스포츠타운점,이현동,경남 진주시 촉석로 5-1,월~토 08:30 ~ 21:30 / 일 09:00 ~ 20:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,2300,35.18990983,128.0637756,0,0,0
314,더벤티 진주이현점,이현동,경남 진주시 평거로 288-1,월~금 08:00 ~ 21:30 / 토~일 09:00 ~ 21:30,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,1800,35.1929004,128.0620865,0,0,0
315,북파,이현동,경남 진주시 진주대로 1251,월~일 12:00 ~ 24:00,,/public/cafe/이현동/북파.jpg,1,0,0,0,0,0,0,1,4500,35.19329564,128.0666164,0,0,0
316,엔제리너스 진주윈골프점,이현동,경남 진주시 순환로676번길 30,월~일 10:00 ~ 22:00,,/public/cafe/이현동/엔제리너스 진주윈골프점.jpg,0,0,0,0,0,0,1,1,4500,35.18407046,128.0597879,0,0,0
317,이디야커피 진주이현동점,이현동,경남 진주시 진주대로 1317-15,월~일 09:00 ~ 21:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3200,35.19404325,128.060194,0,0,0
318,카페이현,이현동,경남 진주시 평거로 281,월~토 09:30 ~ 20:00,일,/public/cafe/logo.png,0,0,0,0,1,0,0,0,3000,35.19224376,128.0620082,0,0,0
319,카페현,이현동,경남 진주시 숙호산로 85,월~토 08:00 ~ 21:00 / 일 09:00 ~ 20:00,2/4번째 수,/public/cafe/이현동/카페현.jpg,1,0,0,0,0,1,0,0,3000,35.18679668,128.0641398,0,0,0
320,타니카페,이현동,경남 진주시 촉석로 11,월~일 10:00 ~ 22:00,,/public/cafe/이현동/타니카페.jpg,1,0,0,0,0,1,0,1,3500,35.19006472,128.0642734,0,0,0
321,데이앤데이 진주점,인사동,경남 진주시 진양호로 477,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19159662,128.077415,0,0,0
322,배스킨라빈스 진주이마트,인사동,경남 진주시 진양호로 477 (인사동) 지하1층 진주이마트,월~일 10:00~23:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,2500,35.19159662,128.077415,0,0,0
323,엘더프랑 인사점,인사동,경남 진주시 인사동 123-15,화~일 11:00~21:00,월,/public/cafe/인사동/엘더프랑 인사점.jpg,1,0,0,0,0,1,0,0,4500,35.18994334,128.0758264,0,0,0
324,오브젝트 ,인사동,경남 진주시 진양호로 433 1층 오브젝트,24시간 영업,,/public/cafe/인사동/오브젝트 .jpg,1,0,0,0,0,0,0,1,4500,35.189753,128.0732952,0,0,0
325,인트로 주스,인사동,경남 진주시 진주성로24번길 10-1 1층 일부 인트로주스,월~일 11:00~20:00,,/public/cafe/logo.png,1,0,0,0,1,0,0,0,3000,35.1920029,128.0790988,0,0,0
326,카페갤러리 4978,인사동,경남 진주시 진주성로24번길 10 1층,월~일 13:00~21:00,,/public/cafe/인사동/카페갤러리 4978.jpg,1,0,1,0,0,0,0,0,5500,35.19193922,128.0789319,0,0,0
327,커피랑,인사동,경남 진주시 진주성로24번길 6,월~토 12:00~19:00,일,/public/cafe/인사동/커피랑.jpg,1,0,0,0,0,1,0,0,4000,35.19181191,128.0785024,0,0,0
328,프리미엄커피하우스,인사동,경남 진주시 촉석로 74,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.1917741,128.07084,0,0,0
329,COFFEE99,일반성면,경남 진주시 일반성면 동부로 1979,화~일 11:50 ~ 21:00,월,/public/cafe/일반성면/COFFEE99.jpg,1,0,0,0,0,0,0,0,3500,35.17002358,128.2783045,0,0,0
330,레일로드,일반성면,경남 진주시 일반성면 동부로1960번길 9,월~일 10:00 ~ 22:00,,/public/cafe/일반성면/레일로드.jpg,1,0,0,0,0,1,0,1,4000,35.17047485,128.2758339,0,0,0
331,수피랑,일반성면,경남 진주시 일반성면 동부로 1972 1층,월/ 수~금 08:00 ~ 21:00 / 토~일 10:00 ~ 20:00,화,/public/cafe/일반성면/수피랑.jpg,1,0,0,0,0,1,0,1,3500,35.17030634,128.2774044,0,0,0
332,카페마일로 진주수목원점,일반성면,경남 진주시 일반성면 동부로2060번길 1,월~일 07:00 ~ 22:00,,/public/cafe/일반성면/카페마일로 진주수목원점.jpg,1,1,0,0,0,1,0,1,2000,35.16944876,128.286839,0,0,0
333,히얼,일반성면,경남 진주시 진주대로930번길 10-1 2층,월~토 09:00 ~ 12:00,일,/public/cafe/일반성면/히얼.jpg,1,0,0,0,0,1,0,1,4000,35.1833986,128.0900515,0,0,0
334,달콩,장대동,경상남도 진주시 장대동 60-8,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,2500,35.19460444,128.0876983,0,0,0
335,더웨이닝커피 진주장대점,장대동,경남 진주시 남강로 706 1층,월~토 8:00~21:00 / 일 10:00~21:00,,/public/cafe/장대동/더웨이닝커피 진주장대점.jpg,0,0,0,0,0,1,1,0,4200,35.19128842,128.088657,0,0,0
336,마노핀 진주장대점,장대동,경남 진주시 남강로 705,월~토 7:00~21:00 / 일 8:00~20:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,2300,35.19177059,128.0885597,0,0,0
337,빵굽는이야기,장대동,경남 진주시 진양호로 555,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19381324,128.0861059,0,0,0
338,연백커피,장대동,경남 진주시 진양호로 561-2 1층,24시간 영업,,/public/cafe/장대동/연백커피.jpg,0,0,0,0,0,0,0,0,1900,35.19399562,128.0866541,0,0,0
339,이디야커피 장대동점,장대동,경남 진주시 남강로 690 1층,월~일 9:00~21:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3200,35.19127729,128.087046,0,0,0
340,카페엔데코,장대동,경남 진주시 남강로 691-1 101호,월~일 10:00~20:00,,/public/cafe/장대동/카페엔데코.jpg,1,0,0,0,0,1,0,1,4500,35.19165276,128.087359,0,0,0
341,텀브커피 진주시외버스터미널점,장대동,경남 진주시 남강로 712 진주시외버스터미널,월~일 8:00~19:30,,/public/cafe/장대동/텀브커피 진주시외버스터미널점.jpg,0,0,0,0,0,0,0,0,1800,35.19135149,128.0893701,0,0,0
342,나우커피,장재동,경남 진주시 진산로 208,24시간 영업,,/public/cafe/장재동/카페피네.jpg,0,0,0,0,0,0,0,0,1900,35.2056601,128.1038365,0,0,0
343,카페피네,장재동,경남 진주시 진산로 262,월~일 11:00~22:00,,/public/cafe/장재동/나우커피.jpg,0,0,0,0,0,0,0,0,3800,35.2101874,128.1027651,0,0,0
344,다소니,정촌면,경남 진주시 정촌면 삼일로72번길 14-4 1층,월~수/금 08:30 ~ 20:30 / 토~일 10:30 ~ 19:00,목,/public/cafe/정촌면/다소니.jpg,1,0,0,0,1,0,0,1,3000,35.12601868,128.0992969,0,0,0
345,더웨이닝커피 강주연못점,정촌면,경남 진주시 정촌면 강주길54번길 20,월~일 10:00 ~ 21:00,,/public/cafe/정촌면/더웨이닝커피 강주연못점.jpg,1,0,0,0,1,1,0,1,3900,35.1129678,128.0963525,0,0,0
346,데이원 무인카페24 진주정촌면,정촌면,경남 진주시 정촌면 삼일로106번길 8,월~일 00:00 ~ 24:00(24시간 영업),,/public/cafe/정촌면/데이원 무인카페24 진주정촌면.jpg,1,0,0,0,0,0,0,1,1600,35.12881182,128.0993179,0,0,0
347,로만틱진주,정촌면,경남 진주시 정촌면 화개천로 100 1층 102호,월~일 12:00 ~ 21:00,,/public/cafe/정촌면/로만틱진주.jpg,0,0,0,0,0,0,0,1,4000,35.12624625,128.1025517,0,0,0
348,로터스 커피앤 베이커리,정촌면,경남 진주시 정촌면 강주길 24 주1동 1층 로터스커피앤베이커리,월~일 10:00 ~ 22:00,,/public/cafe/정촌면/로터스 커피앤 베이커리.jpg,1,0,1,0,1,1,0,1,4500,35.11417311,128.0944488,0,0,0
349,메가MGC커피 진주정촌점,정촌면,경남 진주시 정촌면 삼일로72번길 12 1층,월~일 08:30 ~ 21:00,,/public/cafe/정촌면/메가MGC커피 진주정촌점.jpg,0,0,0,0,0,0,1,0,2000,35.1262712,128.0992697,0,0,0
350,미코카페,정촌면,경남 진주시 정촌면 화개천로 82 1층 일부,월~토 10:00 ~ 24:00,일,/public/cafe/logo.png,1,1,0,0,0,0,0,1,3000,35.12491675,128.1018762,0,0,0
351,반반스프링스 정촌점,정촌면,경남 진주시 정촌면 진주대로 66,화~일 10:00 ~ 22:00,월,/public/cafe/정촌면/반반스프링스 정촌점.jpg,0,0,0,0,1,0,1,1,2800,35.1163316,128.0929078,0,0,0
352,빽다방 진주정촌점,정촌면,경남 진주시 정촌면 삼일로 13 우방아이유쉘 상가동 106호,월~일 07:30 ~ 21:00,,/public/cafe/정촌면/빽다방 진주정촌점.jpg,0,0,0,1,0,0,1,0,2000,35.12188054,128.0982486,0,0,0
353,설빙 진주정촌아울렛점,정촌면,경남 진주시 정촌면 삼일로105번길 32-13,월 12:00 ~ 18:00 / 화~일 11:30 ~ 22:00,,/public/cafe/정촌면/설빙 진주정촌아울렛점.jpg,0,0,0,0,1,1,0,1,3800,35.13182937,128.1003445,0,0,0
354,숲,정촌면,경남 진주시 정촌면 무선산로 280 숲 CAFE,월/ 수~일 12:00 ~ 19:00,화,/public/cafe/정촌면/숲.jpg,1,0,0,0,0,0,0,0,5000,35.1178386,128.1544634,0,0,0
355,안디무지크,정촌면,경남 진주시 정촌면 정촌로 619 안디무지크,월/ 수~일 10:30 ~ 19:30,화,/public/cafe/정촌면/안디무지크.jpg,0,0,0,0,0,1,0,1,5000,35.13704997,128.1426611,0,0,0
356,에디슨커피로스터스,정촌면,경남 진주시 정촌면 화개천로 80 1층,월~금 09:30 ~ 17:00,토 / 일,/public/cafe/정촌면/에디슨커피로스터스.jpg,0,0,0,0,0,0,0,1,4000,35.12472239,128.1018703,0,0,0
357,카페 예하리,정촌면,경남 진주시 정촌면 강주길 12 1층,월~토 10:30 ~ 21:00 / 일 12:30 ~ 20:30,,/public/cafe/정촌면/카페 예하리.jpg,1,0,0,0,0,0,0,1,4000,35.11453036,128.0929641,0,0,0
358,카페돌석,정촌면,경남 진주시 정촌면 삼일로95번길 50-25 카페 돌석,화~일 11:00 ~ 18:00,월,/public/cafe/정촌면/카페돌석.jpg,1,1,0,0,0,0,0,1,4500,35.13233209,128.1007445,0,0,0
359,카페봄봄 진주정촌점,정촌면,경남 진주시 정촌면 삼일로106번길 8 상가1동 109호,월~일 09:00 ~ 22:00,,/public/cafe/정촌면/카페봄봄 진주정촌점.jpg,0,0,0,0,1,0,1,1,1800,35.12881182,128.0993179,0,0,0
360,테이크루트,정촌면,경남 진주시 정촌면 강주길18번길 20-1,,,/public/cafe/정촌면/테이크루트.jpg,1,0,0,0,0,0,0,0,3800,35.1128549,128.0934658,0,0,0
361,파스쿠찌 진주모다점,정촌면,경남 진주시 정촌면 삼일로95번길 46 모다아울렛 본관 내 2층,월~일 11:00 ~ 21:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,4500,35.13211278,128.0984624,0,0,0
362,나인커피,주약동,경남 진주시 진주대로 841,월~금 8:00~22:00,매달 1번째 주말,/public/cafe/주약동/나인커피.jpg,0,1,0,0,0,1,0,1,4000,35.17572536,128.0923233,0,0,0
363,남쪽봄,주약동,경남 진주시 진주대로829번길 16-1,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.17491938,128.0918779,0,0,0
364,다인스그랜파,주약동,경남 진주시 진주대로879번길 19 1층 상가,월~금 10:00~19:00 / 토 13:00~18:00,일,/public/cafe/주약동/다인스그랜파.jpg,1,0,0,0,1,0,0,1,4500,35.1779848,128.089911,0,0,0
365,더슬로우베이커리카페 주약본점,주약동,경남 진주시 진주대로815번길 8 더슬로우 베이커리 주약,월~일 8:30~23:00,,/public/cafe/주약동/더슬로우베이커리카페 주약본점.jpg,0,0,0,0,0,0,0,0,3000,35.1735537,128.0929788,0,0,0
366,뚜레쥬르 진주주약점,주약동,경남 진주시 진주대로816번길 3,월~일 8:00~22:00,매달 3번째 일,/public/cafe/주약동/뚜레쥬르 진주주약점.jpg,0,0,0,0,0,0,1,0,3500,35.1739154,128.0939738,0,0,0
367,레트로마마,주약동,경남 진주시 진주대로816번길 8,,,/public/cafe/주약동/레트로마마.jpg,1,0,0,0,0,0,0,0,3000,35.173795,128.094552,0,0,0
368,망경제과,주약동,경남 진주시 천수로112번길 12 망경제과,수~일 10:00~19:00,월~화,/public/cafe/주약동/망경제과.jpg,0,0,0,0,0,0,0,0,4500,35.1760763,128.0890719,0,0,0
369,스너그로브,주약동,경남 진주시 진주대로816번길 6-1,월~토 8:00~18:00,일,/public/cafe/주약동/스너그로브.jpg,1,0,0,0,0,0,0,1,4000,35.1734901,128.0943555,0,0,0
370,스무디킹 이마트24R진주세란병원점,주약동,경남 진주시 진주대로829번길 6,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.174797,128.092589,0,0,0
371,스타벅스 진주칠암DT점,주약동,경남 진주시 진주대로829번길 4,월~일 7:00~23:00,,/public/cafe/주약동/스타벅스 진주칠암DT점.jpg,0,0,0,0,0,0,1,1,4500,35.17482,128.0927932,0,0,0
372,아담 ,주약동,경남 진주시 진주대로 849-4,,일,/public/cafe/주약동/아담 .jpg,1,0,0,0,0,0,0,0,3000,35.17684,128.091801,0,0,0
373,이디야커피 진주주약동점,주약동,경남 진주시 진주대로815번길 14,월~일 9:00~23:00,,/public/cafe/주약동/이디야커피 진주주약동점.jpg,0,0,0,0,0,0,1,0,3200,35.1734019,128.0923259,0,0,0
374,이안 브런치카페,주약동,경남 진주시 주약약골길16번길 18 주 2동 1층,월~일 8:00~19:00,,/public/cafe/주약동/이안 브런치카페.jpg,0,1,0,0,0,1,0,1,10000,35.1726573,128.0891039,0,0,0
375,진경커피,주약동,경남 진주시 진주대로856번길 8,월~토 9:00~20:00,일,/public/cafe/주약동/진경커피.png,1,0,0,0,0,1,0,0,3500,35.1771391,128.0927605,0,0,0
376,카페 담 CAFE DAM,주약동,경남 진주시 진주대로 832-12 주약동,금~수 10:00~22:00 / 목 8:30~22:00,,/public/cafe/주약동/카페 담 CAFE DAM.jpg,1,0,0,0,0,0,0,1,5000,35.1701569,128.0853287,0,0,0
377,커피쿡 진주주약점,주약동,경남 진주시 진주대로 851 1층,월~일 10:00~1:00,,/public/cafe/주약동/커피쿡 진주주약점.jpg,1,0,0,1,1,0,1,0,10000,35.1765737,128.0919632,0,0,0
378,커피홀베이커리 진주가야자모점,주약동,경남 진주시 진주대로 869 1층,월~일 8:30~22:00,,/public/cafe/주약동/커피홀베이커리 진주가야자모점.jpg,0,0,0,0,0,1,1,0,3700,35.1780087,128.0911347,0,0,0
379,터치카페 진주주약점,주약동,경남 진주시 진주대로816번길 18-1 명성빌딩 1층,월~일 6:00~1:00,,/public/cafe/주약동/터치카페 진주주약점.jpg,1,0,0,1,0,0,1,0,1600,35.1739809,128.0956431,0,0,0
380,투썸플레이스 진주세란병원점,주약동,경남 진주시 진주대로829번길 5-4 예동빌딩 1/ 2층,일~목 8:00~22:00 /  금~토 8:00~23:00,,/public/cafe/주약동/투썸플레이스 진주세란병원점.jpg,0,0,0,0,0,1,1,0,4500,35.1745135,128.092566,0,0,0
381,파리바게뜨 진주주약점,주약동,경남 진주시 진주대로 820 (주약동) 1층 파리바게뜨 진주주약점,월~일 7:00~21:30,,/public/cafe/주약동/파리바게뜨 진주주약점.jpg,0,0,0,0,0,0,1,0,3700,35.1740096,128.0937892,0,0,0
382,하루디저트,주약동,경남 진주시 진주대로829번길 16-5,월~금 10:00~16:30,토 / 일,/public/cafe/주약동/하루디저트.jpg,1,0,0,0,0,1,0,1,3000,35.1750491,128.0920674,0,0,0
383,ADDY카페,중안동,경남 진주시 촉석로 157 1층 ADDYcafe,월~일 10:00~22:00,,/public/cafe/logo.png,1,0,0,0,0,1,0,1,3000,35.1944845,128.0793564,0,0,0
384,cafe 달곰,중안동,경남 진주시 비봉로 20,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,2000,35.192557,128.081432,0,0,0
385,Im커피,중안동,경남 진주시 진양호로493번길 2,,,/public/cafe/중안동/Im커피.jpg,0,0,0,0,0,0,0,0,3500,35.191841,128.079661,0,0,0
386,MA MAISON,중안동,경남 진주시 비봉로23번길 9,월~일 11:00~22:00,,/public/cafe/중안동/MA MAISON.jpg,1,0,0,0,0,1,0,0,4500,35.192354,128.0803114,0,0,0
387,Sweet store,중안동,경남 진주시 진양호로 515-2,월~금 11:30~19:30,,/public/cafe/중안동/Sweet store.jpg,1,0,0,0,1,0,0,0,10000,35.1925991,128.0820128,0,0,0
388,나라주스,중안동,경남 진주시 비봉로23번길 5,,,/public/cafe/중안동/나라주스.jpg,0,0,0,0,0,0,0,0,2300,35.19257,128.080951,0,0,0
389,다연,중안동,경남 진주시 촉석로158번길 2,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19257,128.080951,0,0,0
390,더웨이닝커피 로데오점,중안동,경남 진주시 비봉로24번길 8-1,월~일 10:00~24:00,,/public/cafe/중안동/더웨이닝커피 로데오점.png,0,0,0,0,0,0,1,0,3900,35.1928688,128.0820908,0,0,0
391,빽다방 진주로데오점,중안동,경남 진주시 촉석로186번길 6,월~일 9:00~23:00,,/public/cafe/중안동/빽다방진주로데오점.jpg,0,0,0,1,0,0,1,0,2000,35.194772,128.0823436,0,0,0
392,살루스카페,중안동,경남 진주시 촉석로158번길 11,,,/public/cafe/중안동/살루스카페.jpg,0,0,0,0,0,0,0,0,10000,35.1935412,128.080098,0,0,0
393,샤넬카페,중안동,경남 진주시 촉석로 152,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1941007,128.079018,0,0,0
394,수류헌,중안동,경남 진주시 비봉로39번길 16,,,/public/cafe/중안동/수류헌.jpg,1,0,0,0,0,1,0,1,5500,35.1938561,128.079158,0,0,0
395,스타벅스 진주중안점,중안동,경남 진주시 진양호로527번길 3,월~일 8:00~22:00,,/public/cafe/중안동/스타벅스 진주중안점.jpg,0,0,0,0,0,0,1,0,4500,35.1929415,128.08295,0,0,0
396,알로하커피,중안동,경남 진주시 비봉로34번길 11 2층알로하커피,월~일 12:00~23:00,,/public/cafe/중안동/알로하커피.jpg,0,0,0,0,1,1,0,0,3700,35.1940811,128.0820792,0,0,0
397,얌스터리,중안동,경남 진주시 촉석로177번길 1,,,/public/cafe/중안동/얌스터리.jpg,0,0,0,0,0,0,0,0,2000,35.1950717,128.081304,0,0,0
398,오야미 과자점,중안동,경남 진주시 비봉로 39 오야미 과자점,월~토 9:00~23:00,일,/public/cafe/중안동/오야미 과자점.jpg,0,0,0,0,0,0,0,0,10000,35.194237,128.080598,0,0,0
399,이디야커피 진주대안동점,중안동,경남 진주시 촉석로186번길 6-1,월~일 9:40~22:00,,/public/cafe/중안동/이디야커피 진주대안동점.jpg,0,0,0,0,0,0,1,0,3200,35.1947257,128.0823533,0,0,0
400,쥬씨 진주중앙점,중안동,경남 진주시 진양호로 521 롯데시네마,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,10000,35.1928336,128.082636,0,0,0
401,쥬씨&차얌 진주중안점,중안동,경남 진주시 진양호로 521,월~일 12:00~19:00,,/public/cafe/중안동/쥬씨&차얌 진주중안점.jpg,0,0,0,0,0,0,1,0,1000,35.1928207,128.082618,0,0,0
402,철이네작은카페,중안동,경남 진주시 촉석로 156,월~금 8:30~19:00 / 토 9:30~17:00,일,/public/cafe/중안동/철이네 작은카페.jpg,0,0,0,0,0,0,0,0,2000,35.1941736,128.0794373,0,0,0
403,카페 이층남자,중안동,경남 진주시 진양호로 513-2,월~일 10:00~23:00,,/public/cafe/중안동/카페 이층남자.jpg,1,0,0,0,0,1,0,0,3700,35.1924782,128.0817526,0,0,0
404,카페 판단,중안동,경남 진주시 비봉로23번길 13-1,월~일 10:00~22:00,,/public/cafe/중안동/카페 판단.jpg,1,0,0,0,0,1,0,0,4000,35.1921984,128.0799161,0,0,0
405,카페드프랑,중안동,경남 진주시 비봉로23번길 11,월~일 10:00~21:00,,/public/cafe/중안동/카페드프랑.jpg,0,0,0,0,0,0,0,1,10000,35.1923197,128.0802256,0,0,0
406,펄 커피 로스터,중안동,경남 진주시 비봉로24번길 15 Pearl Coffee Roaster 펄 커피 로스터,월~금 10:00~18:00 / 토~일 11:00~18:00,,/public/cafe/중안동/펄 커피 로스터.jpg,1,1,0,0,1,0,0,0,10000,35.1934129,128.0825477,0,0,0
407,행복충전수,중안동,경남 진주시 비봉로50번길 2,,,/public/cafe/중안동/행복충전수.jpg,0,0,0,0,0,0,0,0,10000,35.1949965,128.080644,0,0,0
408,허그유,중안동,경남 진주시 진양호로 525-1 1층 A호,월~일 10:00~21:00,격주 월,/public/cafe/중안동/허그유.jpg,1,1,0,0,1,1,0,0,10000,35.1928208,128.0829695,0,0,0
409,허니타임,중안동,경남 진주시 비봉로23번길 6,월~일 11:00~20:00,,/public/cafe/중안동/허니타임.jpg,1,0,0,0,1,0,0,1,10000,35.192726,128.0807476,0,0,0
410,경의카페,지수면,경남 진주시 지수면 지수로 482 상남관1층 경의카페,화~일 09:30 ~ 17:30,월,/public/cafe/지수면/경의카페.jpg,0,0,0,0,0,0,0,1,2500,35.2348393,128.2705246,0,0,0
411,꼬사꼬사카페,지수면,경남 진주시 대곡면 진의로1079번길 13,월/ 수~일 11:30 ~ 18:00,화,/public/cafe/지수면/꼬사꼬사카페.jpg,1,1,0,0,0,1,0,1,4900,35.2625527,128.1681204,0,0,0
412,지수카페,지수면,경남 진주시 지수면 지수로 501,월~일 07:30 ~ 20:30,,/public/cafe/지수면/지수카페.jpg,1,0,0,0,0,0,0,0,3000,35.2365422,128.2701615,0,0,0
413,진주승산마을카페,지수면,경남 진주시 지수면 승산길 18 1층,월~일 10:00 ~ 18:00,1/3번째 월,/public/cafe/지수면/진주승산마을카페.jpg,1,0,0,0,0,0,0,0,3000,35.2339443,128.2682309,0,0,0
414,여기coffee,진성면,경남 진주시 진성면 동부로 1356,월~일 06:00 ~ 23:00,,/public/cafe/진성면/여기coffee.jpg,1,0,0,0,0,0,0,0,10000,35.1872988,128.2248017,0,0,0
415,카페상촌,진성면,경남 진주시 진성면 동부로 1312 2층,월~토 10:30 ~ 22:00 / 일 12:00 ~ 21:00,,/public/cafe/진성면/카페상촌.jpg,0,0,0,0,0,1,0,1,4000,35.1832723,128.2245215,0,0,0
416,집현다방,집현면,경남 진주시 집현면 응석로 107 . 1층,화~일 11:00 ~ 18:30,월,/public/cafe/집현면/집현다방.jpg,1,0,0,0,0,0,0,1,4000,35.2694548,128.0700208,0,0,0
417,카페 보볼리궁전,집현면,경남 진주시 집현면 진주성로 307,화~일 11:00 ~ 21:00,월,/public/cafe/집현면/카페 보볼리궁전.jpg,1,0,0,0,0,0,0,0,5500,35.213746,128.0658933,0,0,0
